name,ra_h,ra_m,ra_s,dec_d,dec_m,dec_s
ldn509,18,53,42.0,-7,18,0.0
ldn510,18,14,36.0,-2,14,0.0
ldn511,18,25,36.0,-3,38,0.0
ldn512,18,53,12.0,-7,6,0.0
ldn513,18,10,36.0,-1,33,0.0
ldn514,18,52,54.0,-6,56,0.0
ldn515,18,37,42.0,-4,57,0.0
ldn516,18,51,24.0,-6,36,0.0
ldn517,18,45,12.0,-5,37,0.0
ldn518,18,53,12.0,-6,36,0.0
ldn519,18,12,36.0,-1,9,0.0
ldn520,18,21,36.0,-2,19,0.0
ldn521,18,52,30.0,-5,54,0.0
ldn522,18,51,42.0,-5,46,0.0
ldn523,18,49,12.0,-5,27,0.0
ldn524,18,45,42.0,-4,57,0.0
ldn525,18,38,36.0,-3,57,0.0
ldn526,18,26,36.0,-2,18,0.0
ldn527,18,46,30.0,-4,47,0.0
ldn528,18,47,6.0,-4,47,0.0
ldn529,18,45,36.0,-4,27,0.0
ldn530,18,49,42.0,-4,47,0.0
ldn531,19,6,6.0,-6,50,0.0
ldn532,18,47,6.0,-4,22,0.0
ldn533,18,23,36.0,-1,18,0.0
ldn534,18,52,42.0,-4,56,0.0
ldn535,18,37,6.0,-2,53,0.0
ldn536,18,34,36.0,-2,33,0.0
ldn537,18,22,36.0,-0,58,0.0
ldn538,18,36,36.0,-2,47,0.0
ldn539,18,24,0.0,-1,4,0.0
ldn540,19,6,6.0,-6,25,0.0
ldn541,18,36,18.0,-2,27,0.0
ldn542,19,1,42.0,-5,36,0.0
ldn543,19,6,42.0,-6,10,0.0
ldn544,19,1,36.0,-5,26,0.0
ldn545,18,56,48.0,-4,46,0.0
ldn546,18,57,36.0,-4,46,0.0
ldn547,18,50,36.0,-3,51,0.0
ldn548,18,49,36.0,-3,42,0.0
ldn549,19,2,12.0,-5,16,0.0
ldn550,19,7,42.0,-5,45,0.0
ldn551,18,57,48.0,-4,26,0.0
ldn552,19,4,24.0,-5,15,0.0
ldn553,19,3,12.0,-5,6,0.0
ldn554,19,8,6.0,-5,40,0.0
ldn555,18,41,30.0,-2,17,0.0
ldn556,18,59,6.0,-4,31,0.0
ldn557,18,38,36.0,-1,47,0.0
ldn558,18,37,36.0,-1,37,0.0
ldn559,18,32,36.0,-0,58,0.0
ldn560,18,41,36.0,-1,57,0.0
ldn561,18,57,36.0,-3,56,0.0
ldn562,19,2,36.0,-4,31,0.0
ldn563,18,39,36.0,-1,32,0.0
ldn564,18,37,36.0,-1,12,0.0
ldn565,18,55,36.0,-3,31,0.0
ldn566,18,50,36.0,-2,46,0.0
ldn567,19,4,6.0,-4,28,0.0
ldn568,18,59,24.0,-3,46,0.0
ldn569,18,18,30.0,1,31,0.0
ldn570,18,26,36.0,-0,28,0.0
ldn571,18,30,36.0,0,2,0.0
ldn572,18,30,36.0,0,2,0.0
ldn573,18,28,36.0,-0,23,0.0
ldn574,19,7,6.0,-4,25,0.0
ldn575,18,28,6.0,-0,38,0.0
ldn576,18,31,30.0,-0,23,0.0
ldn577,19,5,36.0,-3,55,0.0
ldn578,18,31,12.0,-0,30,0.0
ldn579,18,55,36.0,-2,26,0.0
ldn580,19,8,36.0,-4,5,0.0
ldn581,19,7,24.0,-3,55,0.0
ldn582,18,52,36.0,-1,56,0.0
ldn583,18,33,36.0,0,37,0.0
ldn584,18,56,36.0,-2,16,0.0
ldn585,18,23,30.0,2,2,0.0
ldn586,18,39,6.0,0,3,0.0
ldn587,18,39,36.0,0,3,0.0
ldn588,18,36,6.0,-0,27,0.0
ldn589,18,52,36.0,-1,26,0.0
ldn590,19,6,36.0,-3,0,0.0
ldn591,18,36,36.0,-0,47,0.0
ldn592,18,28,30.0,2,2,0.0
ldn593,18,39,36.0,-0,37,0.0
ldn594,19,0,36.0,-1,46,0.0
ldn595,19,45,42.0,-7,23,0.0
ldn596,18,48,12.0,0,13,0.0
ldn597,18,50,48.0,0,5,0.0
ldn598,18,46,42.0,0,43,0.0
ldn599,18,51,36.0,0,9,0.0
ldn600,18,30,30.0,2,52,0.0
ldn601,18,46,42.0,0,48,0.0
ldn602,18,51,36.0,-0,4,0.0
ldn603,18,46,18.0,0,53,0.0
ldn604,18,51,36.0,0,14,0.0
ldn605,18,46,42.0,0,53,0.0
ldn606,18,51,36.0,-0,11,0.0
ldn607,18,48,6.0,-0,42,0.0
ldn608,18,51,36.0,-0,26,0.0
ldn609,18,51,36.0,-0,31,0.0
ldn610,18,49,36.0,-0,52,0.0
ldn611,18,55,42.0,-0,16,0.0
ldn612,18,56,0.0,-0,26,0.0
ldn613,18,56,48.0,-0,21,0.0
ldn614,18,56,48.0,-0,21,0.0
ldn615,19,19,36.0,-2,4,0.0
ldn616,18,47,30.0,2,3,0.0
ldn617,18,57,30.0,1,4,0.0
ldn618,19,15,36.0,-1,15,0.0
ldn619,19,18,6.0,-1,28,0.0
ldn620,19,20,36.0,-1,9,0.0
ldn621,18,47,30.0,3,13,0.0
ldn622,19,11,36.0,-0,20,0.0
ldn623,19,54,36.0,-4,52,0.0
ldn624,19,5,30.0,1,35,0.0
ldn625,19,6,30.0,1,35,0.0
ldn626,19,6,30.0,1,40,0.0
ldn627,19,14,0.0,0,50,0.0
ldn628,18,58,30.0,3,26,0.0
ldn629,19,17,30.0,1,5,0.0
ldn630,18,38,54.0,6,3,0.0
ldn631,19,12,30.0,2,35,0.0
ldn632,19,20,30.0,1,36,0.0
ldn633,18,40,54.0,7,3,0.0
ldn634,18,41,24.0,7,33,0.0
